Lab number,Field number,Material dated,Taxa dated,Type of date,Locality,Map sheet,Elevation (m ASL),Submitter,Date submitted,Collector,Date collected,Updater,Date updated,Measured age,MA Sigma,Normalized age,NA Sigma,Delta 13C (per mil),Delta 13C Source,Significance,Site identifier,Site name,Latitude,Longitude,Stratigraphic component,Context,Associated taxa,Additional information,Comments,References
GaK-2114,,charred wood; bois carbonisé,,,Iron County; Utah,a,,J.P. Marwitt,,,,,,1050,90,1050,90,-25,,Fremont,42IN124,Median Village,37.75,-112.866667,,structure 2 structural member,,,,Lindsay; 1986; Marwitt and Fry; 1973; Marwitt; 1970; Faunmap 1454
GaK-2115,,charred wood; bois carbonisé,,,Iron County; Utah,a,,J.P. Marwitt,,,,,,1020,90,1020,90,-25,,Fremont,42IN124,Median Village,37.75,-112.866667,,structure 8,,,,Lindsay; 1986; Marwitt and Fry; 1973; Marwitt; 1970; Faunmap 1454
GaK-2116,,charred wood; bois carbonisé,,,Iron County; Utah,a,,J.P. Marwitt,,,,,,990,100,990,100,-25,,Fremont,42IN124,Median Village,37.75,-112.866667,,structure 9 support post,,,,Lindsay; 1986; Marwitt and Fry; 1973; Marwitt; 1970; Faunmap 1454
GaK-2117,,charred wood; bois carbonisé,,,Iron County; Utah,a,,J.P. Marwitt,,,,,,500,80,500,80,-25,,Fremont; anomalous; young; anormal; jeune,42IN124,Median Village,37.75,-112.866667,,structure 9,,,,Lindsay; 1986; Marwitt and Fry; 1973; Marwitt; 1970; Faunmap 1454
GX-1547,,charcoal; charbon de bois,,,Iron County; Utah,a,,J.M. Mock,,,,,,1005,80,1005,80,-25,,Fremont,42IN100,Parowan,37.833333,-112.833333,,structure 8,,,,Lindsay; 1986; Marwitt and Fry; 1973
GX-1548,,charcoal; charbon de bois,,,Iron County; Utah,a,,J.M. Mock,,,,,,700,80,700,80,-25,,Fremont,42IN100,Parowan,37.833333,-112.833333,,E16; feature 2,,,,Lindsay; 1986; Marwitt and Fry; 1973
GX-1549,,charcoal; charbon de bois,,,Iron County; Utah,a,,M.S. Berry,,,,,,1295,90,1295,90,-25,,Fremont; anomalous; old; anormal; vieux,42IN40,Evans Mound,37.75,-112.866667,,structure 14,,,,Lindsay; 1986; Marwitt and Fry; 1973; Faunmap 1552
GX-1550,,cultigen; cultigène,charred Zea mays cobs,,Iron County; Utah,a,,M.S. Berry,,,,,,885,90,1095,90,-10,,Fremont,42IN40,Evans Mound,37.75,-112.866667,,17-A-23,,,,Lindsay; 1986; Marwitt and Fry; 1973; Faunmap 1552
GX-2403,,unknown; inconnu,,,Iron County; Utah,a,,M.S. Berry,,,,,,595,90,595,90,,,Fremont,42IN40,Evans Mound,37.75,-112.866667,,,,,,Lindsay; 1986; Faunmap 1552
GX-2404,,unknown; inconnu,,,Iron County; Utah,a,,M.S. Berry,,,,,,830,80,830,80,,,Fremont,42IN40,Evans Mound,37.75,-112.866667,,,,,,Lindsay; 1986; Faunmap 1552
GX-2405,,unknown; inconnu,,,Iron County; Utah,a,,M.S. Berry,,,,,,940,90,940,90,,,Fremont,42IN40,Evans Mound,37.75,-112.866667,,,,,,Lindsay; 1986; Faunmap 1552
GX-2406,,unknown; inconnu,,,Iron County; Utah,a,,M.S. Berry,,,,,,775,90,775,90,,,Fremont,42IN40,Evans Mound,37.75,-112.866667,,,,,,Lindsay; 1986; Faunmap 1552
GX-2407,,unknown; inconnu,,,Iron County; Utah,a,,M.S. Berry,,,,,,870,90,870,90,,,Fremont,42IN40,Evans Mound,37.75,-112.866667,,,,,,Lindsay; 1986; Faunmap 1552
RL-236,,unknown; inconnu,,,Iron County; Utah,a,,W.A. Dodd; Jr.,,,,,,,,1050,90,,,Fremont,42IN40,Evans Mound,37.75,-112.866667,,pit dwelling A1,,,,Dodd; 1982
RL-237,,unknown; inconnu,,,Iron County; Utah,a,,W.A. Dodd; Jr.,,,,,,,,1190,90,,,Fremont,42IN40,Evans Mound,37.75,-112.866667,,pit dwelling B2,,,,Dodd; 1982
RL-53,,plant remains; restes de plantes,basketry,,Iron County; Utah,a,,M.S. Berry,,,,,,1740,90,1740,90,-25,,Fremont; anomalous; old; anormal; vieux,42IN40,Evans Mound,37.75,-112.866667,,pithouse 67-1,,,,Marwitt and Fry; 1973
RL-54,,plant remains; restes de plantes,basketry,,Iron County; Utah,a,,M.S. Berry,,,,,,860,120,860,120,-25,,Fremont; anomalous; old; anormal; vieux,42IN40,Evans Mound,37.75,-112.866667,,pithouse 67-3,,,,Marwitt and Fry; 1973
UGa-2713,,unknown; inconnu,,,Iron County; Utah,a,,W.A. Dodd; Jr.,,,,,,,,1825,60,,,Fremont; anomalous; old; anormal; vieux,42IN40,Evans Mound,37.75,-112.866667,,pit dwelling A7,,,,Dodd; 1982
GX-648,,charred wood; bois carbonisé,,,Juab County; Utah,a,,F.W. Sharrock,,,,,,1030,70,1030,70,-25,,Fremont,42JB2,Nephi Mounds,39.7,-111.85,,pithouse 1; mound 1,,,,Marwitt and Fry; 1973; Sharrock and Marwitt; 1967; Faunmap 1460
GX-790,,wood; bois,,,Juab County; Utah,a,,F.W. Sharrock,,,,,,1090,75,1090,75,-25,,Fremont,42JB2,Nephi Mounds,39.7,-111.85,,dwelling 1; mound 3,,,,Marwitt and Fry; 1973; Sharrock and Marwitt; 1967
GX-791,,charcoal; charbon de bois,,,Juab County; Utah,a,,F.W. Sharrock,,,,,,280,80,280,80,-25,,Fremont; anomalous; young; anormal; jeune,42JB2,Nephi Mounds,39.7,-111.85,,dwelling 2; mound 2,,,,Marwitt and Fry; 1973; Sharrock and Marwitt; 1967
GX-881,,charred wood; bois carbonisé,,,Juab County; Utah,a,,F.W. Sharrock,,,,,,1170,85,1170,85,-25,,Fremont,42JB2,Nephi Mounds,39.7,-111.85,,dwelling 2; mound 2,,,,Marwitt and Fry; 1973; Sharrock and Marwitt; 1967
RL-1396,,unknown; inconnu,,,Kane County; Utah,u,,P.R. Nickens,,,,,,,,990,110,,,Fremont,42KA-?,Kanab,37.166667,-111.3,,,,,,Lindsay; 1986
RL-1397,,unknown; inconnu,,,Kane County; Utah,u,,P.R. Nickens,,,,,,,,810,110,,,Fremont,42KA-?,Kanab,37.166667,-111.3,,,,,,Lindsay; 1986
GaK-1557,,charred wood; bois carbonisé,,,Millard County; Utah,a,,J.P. Marwitt,,,,,,730,80,730,80,-25,,Fremont,42MD180,Pharo Village,39.083333,-112.083333,,dwelling 1,,,,Lindsay; 1986; Marwitt and Fry; 1973; Marwitt; 1968; Faunmap 1455
GaK-1558,,charred wood; bois carbonisé,,,Millard County; Utah,a,,J.P. Marwitt,,,,,,1490,80,1490,80,-25,,Fremont; anomalous; old; anormal; vieux,42MD180,Pharo Village,39.083333,-112.083333,,dwelling 3,,,,Lindsay; 1986; Marwitt and Fry; 1973; Marwitt; 1968; Faunmap 1455
GaK-1559,,charred wood; bois carbonisé,,,Millard County; Utah,a,,J.P. Marwitt,,,,,,690,90,690,90,-25,,Fremont,42MD180,Pharo Village,39.083333,-112.083333,,granary 6,,,,Lindsay; 1986; Marwitt and Fry; 1973; Marwitt; 1968; Faunmap 1455
Beta-3752,,unknown; inconnu,,,Sevier County; Utah,a,,,,,,,,,,880,60,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
Beta-3753,,unknown; inconnu,,,Sevier County; Utah,a,,,,,,,,,,2110,80,,,Fremont; anomalous; old; anormal; vieux,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
Beta-3754,,unknown; inconnu,,,Sevier County; Utah,a,,,,,,,,,,640,50,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
Beta-3755,,unknown; inconnu,,,Sevier County; Utah,a,,,,,,,,,,660,50,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
Beta-3756,,unknown; inconnu,,,Sevier County; Utah,a,,,,,,,,,,720,70,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
Beta-3757,,unknown; inconnu,,,Sevier County; Utah,a,,,,,,,,,,910,50,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
GX-358,,wood; bois,Juniperus sp.,,Sevier County; Utah,a,,C.M. Aikens,,,,,,1505,95,1505,95,-25,,Fremont; anomalous; old; anormal; vieux,42SV-?,Nawthis Village,38.916667,-111.833333,,structure 9; a pithouse; in situ roof support post; latest occupational level,,,,Marwitt and Fry; 1973; Aikens; 1967; Krueger and Weeks; 1966: 152; Faunmap 1458
I-10151,,charcoal; charbon de bois,,,Sevier County; Utah,a,,E.I. DeBloois,,,,,,1075,,1075,,-25,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,deep; slab-lined earth oven,,,,Cordell; 1981: 213
I-10843,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,790,75,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
I-10844,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,1035,80,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
I-10845,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,955,75,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
I-10846,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,1015,80,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
I-10847,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,1000,80,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
I-10848,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,980,75,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
M-551,,charred wood; bois carbonisé,pinyon pine,,Sevier County; Utah,e,,D.C. Taylor,,,,,,1060,100,1060,100,-25,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,collapsed roofing timbers on the floor of a semi-subterranean house,,,,Marwitt and Fry; 1973; Crane and Griffin; 1959: 189
M-552,,charred wood; bois carbonisé,pinyon pine,,Sevier County; Utah,e,,D.C. Taylor,,,,,,1170,125,1170,125,-25,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,probably the remains of a roofing timber from house 1; one of the three adobe and masonry structures at the site,,,,Marwitt and Fry; 1973; Crane and Griffin; 1959: 189
RL-1239,,charcoal; charbon de bois,,,Sevier County; Utah,a,,E.I. DeBloois,,,,,,870,,870,,-25,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,deep; slab-lined earth oven,,,,Cordell; 1981: 213
RL-1305,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,830,110,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
RL-1306,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,890,110,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
RL-1307,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,840,110,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
RL-1308,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,910,110,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
RL-1309,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,1050,100,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
RL-1310,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,940,120,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
RL-620,,wood; bois,,,Sevier County; Utah,e,,D.B. Madsen,,,,,,1070,100,1070,100,-25,,Fremont,42SV662,Backhoe Village,38.766667,-112.083333,,occupation layer,,,,Lindsay; 1986; Faunmap 1525
RL-621,,charcoal; charbon de bois,,,Sevier County; Utah,e,,D.B. Madsen,,,,,,960,110,960,110,-25,,Fremont,42SV662,Backhoe Village,38.766667,-112.083333,,occupation layer,,,,Lindsay; 1986; Faunmap 1525
RL-622,,wood; bois,,,Sevier County; Utah,e,,D.B. Madsen,,,,,,940,100,940,100,-25,,Fremont,42SV662,Backhoe Village,38.766667,-112.083333,,occupation layer,,,,Lindsay; 1986; Faunmap 1525
RL-623,,wood; bois,,,Sevier County; Utah,e,,D.B. Madsen,,,,,,1290,110,1290,110,-25,,Fremont,42SV662,Backhoe Village,38.766667,-112.083333,,occupation layer,,,,Lindsay; 1986; Faunmap 1525
RL-624,,charcoal; charbon de bois,,,Sevier County; Utah,e,,D.B. Madsen,,,,,,1270,100,1270,100,-25,,Fremont,42SV662,Backhoe Village,38.766667,-112.083333,,occupation layer,,,,Lindsay; 1986; Faunmap 1525
RL-625,,wood; bois,,,Sevier County; Utah,e,,D.B. Madsen,,,,,,1120,110,1120,110,-25,,Fremont,42SV662,Backhoe Village,38.766667,-112.083333,,occupation layer,,,,Lindsay; 1986; Faunmap 1525
RL-626,,wood; bois,,,Sevier County; Utah,e,,D.B. Madsen,,,,,,1160,100,1160,100,-25,,Fremont,42SV662,Backhoe Village,38.766667,-112.083333,,occupation layer,,,,Lindsay; 1986; Faunmap 1525
UGa-2440,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,920,235,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
UGa-2441,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,1005,50,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
UGa-2442,,unknown; inconnu,,,Sevier County; Utah,a,,K.T. Jones,,,,,,,,1075,190,,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,,,,,Lindsay; 1986
UGa-3257,,charcoal; charbon de bois,,,Sevier County; Utah,a,,J. O'Connell,,,,,,1065,70,1065,70,-25,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,surface structure,,,,Lindsay; 1986; Aikens; 1981: 210
UGa-3258,,charcoal; charbon de bois,,,Sevier County; Utah,a,,J. O'Connell,,,,,,860,65,860,65,-25,,Fremont,42SV-?,Nawthis Village,38.916667,-111.833333,,pit house,,,,Lindsay; 1986; Aikens; 1981: 210
GaK-1556,,charcoal; charbon de bois,,,Tooele County; Utah,a,,W.F. Shields,,,,,,1780,80,1780,80,-25,,Fremont; anomalous; old; anormal; vieux,42TO,Grantsville,40.5,-112.333333,,general occupation layer,,,,Marwitt and Fry; 1973
GaK-1305,,charred wood; bois carbonisé,,,Uinta Basin; Duchesne County; Utah,a,,W.F. Shields,,,,,,,,,,-25,,Fremont; anomalous; young; anormal; jeune,42DC49,Gilbert,40.3,-110.266667,,structure 2,,,,Marwitt and Fry; 1973; Shields; 1967
GX-825,,charred wood; bois carbonisé,,,Uinta Basin; Duchesne County; Utah,a,,W.F. Shields,,,,,,1280,60,1280,60,-25,,Fremont,42DC49,Gilbert,40.3,-110.266667,,structure 2,,,,Marwitt and Fry; 1973; Shields; 1967
GaK-1306,,charred wood; bois carbonisé,,,Uinta Basin; Uintah County; Utah,a,,W.F. Shields,,,,,,1130,80,1130,80,-25,,Fremont,42UN170,Whiterocks Village,40.5,-109.866667,,structure 2,,,,Marwitt and Fry; 1973; Shields; 1967; Faunmap 1453
GX-826,,charred wood; bois carbonisé,,,Uinta Basin; Uintah County; Utah,a,,W.F. Shields,,,,,,1240,85,1240,85,-25,,Fremont,42UN271,Goodrich,40.583333,-109.5,,structure 2,,,,Marwitt and Fry; 1973; Shields; 1967
GX-902,,charred wood; bois carbonisé,,,Uinta Basin; Uintah County; Utah,a,,W.F. Shields,,,,,,1090,60,1090,60,-25,,Fremont,42UN170,Whiterocks Village,40.5,-109.866667,,structure 2,,,,Marwitt and Fry; 1973; Shields; 1967; Faunmap 1453
GX-910,,charred wood; bois carbonisé,,,Uinta Basin; Uintah County; Utah,a,,W.F. Shields,,,,,,1270,95,1270,95,-25,,Fremont,42UN271,Goodrich,40.583333,-109.5,,structure 2,,,,Marwitt and Fry; 1973; Shields; 1967
GX-357,,charred wood; bois carbonisé,,,Uintah County; Utah,e,,F.W. Sharrock,,,,,,1430,70,1430,70,-25,,Fremont; anomalous; old; anormal; vieux,42UN95,Caldwell Village,40.4,-109.8,,timber in Pithouse 7,,,,Marwitt and Fry; 1973; Krueger and Weeks; 1966: 151; Faunmap 1462
Beta-10641,,wood; bois,,,Utah County; Utah,a,,S.E. Billat,,,,,,860,90,860,90,-25,,Fremont,42UT150,Smoking Pipe,40.116667,-111.616667,,midden,,,,Faunmap 1550
Beta-10642,,bone collagen; collagène osseux,,,Utah County; Utah,a,,S.E. Billat,,,,,,,,640,110,,,Fremont,42UT150,Smoking Pipe,40.116667,-111.616667,,midden,,,,Faunmap 1550
Beta-8786,,unknown; inconnu,,,Utah County; Utah,a,,S.E. Billat,,,,,,360,50,360,50,,,Fremont,42UT150,Smoking Pipe,40.116667,-111.616667,,midden,,,,Faunmap 1550
Beta-8787,,wood; bois,,,Utah County; Utah,a,,S.E. Billat,,,,,,890,50,890,50,-25,,Fremont,42UT150,Smoking Pipe,40.116667,-111.616667,,midden,,,,Faunmap 1550
Beta-9232,,wood; bois,,,Utah County; Utah,a,,S.E. Billat,,,,,,640,70,640,70,-25,,Fremont,42UT150,Smoking Pipe,40.116667,-111.616667,,midden,,,,Faunmap 1550
I-3358,,organic matter; matière organique,,,Utah County; Utah,a,,J.M. Mock,,,,,,1310,90,1310,90,-25,,Fremont,42UT104,Spotten Cave,40,-111.75,Zone 3,zone III,,,,Marwitt and Fry; 1973; Faunmap 1545
I-3359,,charcoal; charbon de bois,,,Utah County; Utah,a,,J.M. Mock,,,,,,730,90,730,90,-25,,Fremont,42UT104,Spotten Cave,40,-111.75,Zone 3,zone III,,,,Marwitt and Fry; 1973; Faunmap 1545
UGa-1611,,wood; bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,870,60,,,Fremont,42WN231,North Point,38.333333,-110.833333,,charred roof timber (FS 19) within structure 2,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-1612,,charcoal; charbon de bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,1135,65,,,Fremont,42WN337,Playa,38.333333,-110.833333,,charred roof timber (FS 46) in lower fill of pithouse,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-1613,,charcoal; charbon de bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,1055,60,,,Fremont,42WN229,Gnat Haven,38.333333,-110.833333,,charcoal lens (FS 77) in lower fill of pit structure,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-1614,,wood; bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,870,55,,,Fremont,42WN230,Ninas Hill,38.333333,-110.833333,,uncharred upright post (FS 104),,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-1615,,wood; bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,1215,65,,,Fremont,42WN231,North Point,38.333333,-110.833333,,roof timber (FS 164) in lower fill of structure 1,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-1736,,charcoal; charbon de bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,1020,65,,,Fremont,42WN231,North Point,38.333333,-110.833333,,upper fill (FS 223) of pithouse; structure 3,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-1737,,charcoal; charbon de bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,880,65,,,Fremont,42WN231,North Point,38.333333,-110.833333,,fill of pithouse (FS 214); structure 3,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-1738,,charcoal; charbon de bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,760,60,,,Fremont,42WN231,North Point,38.333333,-110.833333,,roof timber (FS 213) from lower fill; structure 3,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-1739,,plant remains; restes de plantes,charred bark,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,945,75,,,Fremont,42WN231,North Point,38.333333,-110.833333,,bark ring (FS 199) on floor of pithouse; structure 3,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-2024,,charcoal; charbon de bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,800,60,,,Fremont,42WN261,Alice Hunt,38.333333,-110.833333,,floor contact in pithouse (FS 94),,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-2025,,charcoal; charbon de bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,780,60,,,Fremont,42WN326,Charles Hunt,38.333333,-110.833333,,floor contact in pithouse (FS 59),,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-2026,,plant remains; restes de plantes,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,1060,105,,,Fremont,42WN991,Basket Hut,38.333333,-110.833333,,basketry fragments (FS 15); floor contact; shallow pit structure,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-2027,,wood; bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,1090,55,,,Fremont,42WN996,Hillside Cache,38.333333,-110.833333,,FS 25 from storage cist B,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
UGa-2270,,charcoal; charbon de bois,,,Wayne County; Utah,a,,J.D. Jennings,,,,,,,,1220,70,,,Fremont,42WN975,,38.333333,-110.833333,,FS 2 from fire basin,,,,Jennings and Sammons-Lohse; 1981; Lindsay; 1986
